COPYRIGHT_TEXT^Copyright (c) 2013 Alim co., LTD. All Rights Reserved. Published by gumi Inc.^ลิขสิทธิ์ (c) 2013 Alim co., LTD. สงวนลิขสิทธิ์ เผยแพร่โดย gumi Inc.^Hak cipta (c) 2013 Alim co., LTD. Hak cipta dilindungi undang-undang.<br>Dipublikasikan oleh gumi Inc.^Bản quyền (c) 2013 Alim co., LTD. Mọi quyền đã được đăng ký. Được xuất bản bởi Gumi Inc.^Copyright (c) 2013 Alim co., LTD. Reservados todos los derechos. Publicado por gumi Inc.^Copyright (c) 2013 Alim co., LTD. Todos os Direitos Reservados. Publicado por gumi Inc.
DLC_RESET_MESSAGE^<br>This will remove all application downloadable content on this device.<br>(Application will exit)<br><br><color=255:97:97>Would you like to proceed?</color>^<br>สิ่งนี้จะลบเนื้อหาที่ดาวน์โหลดมาทั้งหมดของแอพพลิเคชั่นออกจากอุปกรณ์นี้<br>(แอพพลิเคชั่นจะปิดตัว)<br><br><color=255:97:97>ต้องการจะดำเนินการต่อ?</color>^<br>Ini akan menghapus semua konten yang dapat didownload dari aplikasi di perangkat ini.<br>(Aplikasi akan ditutup)<br><br><color=255:97:97>Lanjutkan?</color>^<br> Điều này sẽ loại bỏ tất cả các ứng dụng nội dung tải về trên thiết bị này . <br> (Chương trình sẽ thoát ) <br> <color=255:97:97> Bạn có muốn tiếp tục? < / color >^<br>Esto eliminará todo el contenido descargable de la aplicación en este dispositivo.<br>(La aplicación se cerrará)<br><br><color=255:97:97>¿Deseas continuar?</color>^<br>Isto removerá todo o conteúdo baixável (DLC) que está neste dispositivo.<br>(O aplicativo será finalizado)<br><br><color=255:97:97>Quer continuar?</color>
DLC_RESET_TITLE^Reset application DLC^รีเซ็ทเนื้อหาที่ดาวน์โหลดมาของแอพพลิเคชั่น^Atur ulang aplikasi DLC^Thiết lập lại ứng dụng DLC^Restab. DLC de aplicación^Redefinir DLC do aplicativo
CONNECT^Connecting...^กำลังเชื่อมต่อ...^Menyambung...^Đang kết nối...^Conectando...^Conectando...
DOWNLOAD^Downloading...^กำลังดาวน์โหลด...^Mendownload...^Đang tải xuống...^Descargando...^Baixando...
FILE_CHECK^Checking files...^กำลังตรวจสอบไฟล์...^Memeriksa file...^Đang kiểm tra các file^Revisando archivos...^Verificando arquivos...
LOADING^Loading...^กำลังโหลด...^Memuat...^Đang tải...^Cargando...^Carregando...
TITLE_TEXT_TERMS^Terms & Conditions^เงื่อนไขและข้อตกลง^Syarat & Ketentuan^Các điều khoản và điều kiện^Términos y condiciones^Termos e Condições
TERMS_AND_CONDITIONS_URL^/bf/web/terms.htm^/bf/web_th/terms.htm^/bf/web_id/terms.htm^/bf/web/terms.htm^/bf/web_es/terms.htm^/bf/web_pt/terms.htm
CONNECT_ERROR^[Connection error has occured]<br><br>Please ensure that you are connected to a stable 3G or WiFi network.<br><br>Press the button to reconnect and resume your progress.^[ข้อผิดพลาดในการเชื่อต่อเกิดขึ้น]<br><br>โปรดตรวจสอบว่าคุณได้เชื่อมต่อกับสัญญาณเครือข่าย 3G หรือ WiFi ที่สเถียรแล้ว<br><br>กดปุ่มเพื่อเชื่อมต่อใหม่และดำเนินการของคุณต่อ^[Terjadi kesalahan koneksi]<br><br>Pastikan kamu tersambung ke jaringan 3G atau WiFi stabil.<br><br>Tekan tombol untuk menyambung lagi dan melanjutkan game.^[Đã xảy ra lỗi kết nối]<br><br>Vui lòng đảm bảo rằng bạn được kết nối với mạng 3G hoặc WiFi ổn định.<br><br>Nhấn nút để kết nối lại và tiếp tục tiến trình của bạn.^[Ha ocurrido un error de conexión]<br><br>Verifica que estás conectado a una red 3G o Wi-Fi estable.<br><br>Presiona el botón para reconectarte y continuar con tu progreso.^[Erro de Conexão]<br><br>Certifique-se de ter uma conexão 3G ou WiFi estável.<br><br>Pressione o botão para reconectar e continuar seu progresso.
CONNECT_ERROR2^[Connection error has occured]<br><br>Server might be busy at the moment. To avoid losing your progress, do not close the game. Please wait for a few minutes and try again.<br><br>If the issue persists, please file a ticket to our support team for further assistance through: www.gumisupport.com - Submit a request^[ข้อผิดพลาดในการเชื่อต่อเกิดขึ้น]<br><br>เซิร์ฟเวอร์อาจไม่ว่างในขณะนี้ เพื่อหลีกเลี่ยงการสูญเสียความคืบหน้าของคุณ, อย่าปิดเกม โปรดรออีกสักครู่ล้วลองใหม่อีกครั้ง<br><br>ถ้าปัญหายังคงเกิดขึ้น, โปรดยื่นคำร้องต่อทีมสนับสนุนของเราเพื่อความฃ่วยเหลือต่อไปผ่านทาง: www.gumisupport.com - Submit a request^[Terjadi kesalahan koneksi]<br><br>Server mungkin sedang sibuk. Agar tidak kehilangan kemajuan game, jangan tutup game. Tunggu beberapa menit dan coba lagi.<br><br>Jika masalah masih berlanjut, kirimkan tiket ke tim dukungan kami untuk bantuan lebih menyeluruh melalui: www.gumisupport.com - Kirim permintaan^[Đã xảy ra lỗi kết nối]<br><br>Hiện máy chủ có thể đang bận. Để tránh mất tiến trình của bạn, không đóng game. Vui lòng đợi một vài phút và thử lại.<br><br>Nếu vấn đề vẫn còn, vui lòng nộp phiếu nhóm hỗ trợ của chúng tôi để được hỗ trợ thêm thông qua: www.gumisupport.com - Gửi yêu cầu^[Ha ocurrido un error de conexión]<br><br>Es probable que el servidor esté ocupado en este momento. Para evitar perder tu progreso, no cierres el juego. Espera unos minutos y vuelve a intentarlo.<br><br>Si el problema persiste, ponte en contacto con nuestro servicio de atención al cliente para conseguir más ayuda en www.gumisupport.com - Enviar una solicitud^[Erro de Conexão]<br><br>Servidor ocupado no momento. Para evitar perder seu progresso, não feche o jogo. Aguarde um momento e tente novamente.<br><br>Se o problema persistir, preencha o formulário para o time de suporte para ter assistência em: www.gumisupport.com - Enviar pedido
DOWNLOAD_NOTICE^Downloading data.<br>This may take a few minutes.^กำลังดาวน์โหลดข้อมูล<br>อาจจะใช้เวลาสักครู่^Mendownload data.<br>Ini mungkin perlu beberapa menit.^Đang tải dữ liệu. Việc này có thể mất vài phút.^Descarga de datos en proceso.<br>Esto puede tardar unos minutos.^Baixando dados.<br>Isto pode levar alguns minutos.
INITIAL_DOWNLOAD_NOTICE1^Downloading might take some time to complete.^ดาวน์โหลดอาจใช้เวลาสักครู่ในการดำเนินการ^Butuh waktu untuk menyelesaikan download.^Quá trình tải xuống có thể mất thời gian hoàn tất.^La descarga podría tardar un tiempo en completarse.^A conclusão do download pode demorar um pouco.
INITIAL_DOWNLOAD_NOTICE2^A <color=245:218:147>Wi-Fi connection</color> is recommended^แนะนำให้ใช้<color=245:218:147>การเชื่อมต่อ Wi-Fi </color>^Disarankan memakai <color=245:218:147>koneksi Wi-Fi</color>^Một <color=245:218:147>Kết nối Wi-Fi</color> được khuyến nghị^Una <color=245:218:147>conexión wifi</color> es lo más recomendado^Uma <color=245:218:147>conexão Wi-Fi</color> é recomendada
INITIAL_DOWNLOAD_NOTICE3^for this download.^สำหรับการดาวน์โหลดนี้^untuk download ini.^để tải xuống.^para realizar esta descarga.^para este download.
GUMI_LIVE_FB_LOGIN_TEXT^<color=255:0:0>Receive an in-game reward</color> when you connect with Facebook. <color=255:255:0>(Only 1 per Facebook Account.)</color><br><br>If you have connected with Facebook before and have an existing game, it will resume after logging in.^<color=255:0:0>รับรางวัลในเกม</color>เมื่อคุณเชื่อมต่อกับ Facebook <color=255:255:0>(เพียง 1 บัญชีต่อ Facebook)</color><br><br>หากคุณมีการเชื่อมต่อกับ Facebook และมีเกมก่อนหน้าอยู่, iมันจะดำเนินการต่อหลังจากเข้าสู่ระบบ^<color=255:0:0>Dapatkan hadiah dalam-game</color> saat kamu terhubung ke Facebook. <color=255:255:0>(Hanya 1 per Akun Facebook.)</color><br><br>Jika kamu pernah terhubung ke Facebook dan masih ada game-nya, setelah masuk akan diteruskan.^<color=255:0:0>Nhận được phần thưởng</color? Khi bạn kết nối với Facebook. <color=255:255:0>(Chỉ cho một tài khoản Facebook.)</color><br><br>nếu bạn đã kết nối với Facebook trước hoặc sau khi có trò chơi, nó sẽ yêu cầu phải có truy cập.^<color=255:0:0>Llévate una recompensa en el juego</color> por conectarte a través de Facebook <color=255:255:0>(1 por cuenta de Facebook)</color>.<br><br>Si ya te has conectado al juego con Facebook y guardado una partida, la reanudarás cuando inicies sesión.^<color=255:0:0>Receba uma recompensa no jogo</color> Quando conectar-se ao Facebook. <color=255:255:0>(Somente 1 por conta no Facebook.)</color><br><br>Se você já se conectou ao Facebook antes e tem um jogo em andamento, ele irá continuar após fazer o login.
GUMI_LIVE_GUEST_LOGIN_TEXT^Selecting to Play as Guest will limit you to play on this source ONLY. Connect with Facebook later.^การเลือกที่จะเล่นในฐานะบุคคลทั่วไป จะจำกัดให้คุณเล่นกับแหล่งที่มานี้เท่านั้น เชื่อมต่อกับ Facebook ภายหลัง^Memilih Main sebagai Tamu akan membatasimu untuk bermain di sumber ini SAJA. Hubungkan ke Facebook nanti.^Việc chơi với một người khách mời sẽ hạn chế việc chơi của bạn trên nguồn này. Hãy kết nối với Facebook sau đó.^Si eliges jugar como invitado, SOLO podrás hacerlo desde aquí. Conéctate con Facebook más tarde.^Selecionar “Jogar como Convidado” irá limitá-lo a jogar APENAS neste dispositivo. Conecte-se ao Facebook mais tarde.
GUMI_LIVE_LOGIN_OR_TEXT^or^หรือ^atau^hoặc^o^ou
NETWORK_ERROR_RETRY^<center>Connection Error</center><br><br>Press OK to retry.^<center>การเชื่อมต่อผิดพลาด</center><br><br>กด ตกลง เพื่อลองใหม่^<center>Kesalahan Koneksi</center><br><br>Tekan Oke untuk mencoba lagi.^<center>Lỗi kết nối</center><br><br>Ấn OK để thực hiện lại.^<center>Error de conexión</center><br><br>Toca OK para probar de nuevo.^<center>Erro de Conexão</center><br><br>Pressione OK para tentar de novo.
NETWORK_SERVER_ERROR^<center>Server Error</center><br><br>Internal server error.^<center>เซิร์ฟเวอร์ผิดพลาด</center><br><br>ข้อผิดพลาดภายในเซิร์ฟเวอร์^<center>Kesalahan Server</center><br><br>Kesalahan server internal server.^<center>Lỗi kết nối</center><br><br>Ấn OK để thực hiện lại.^<center>Error del servidor</center><br><br>Error interno.^<center>Erro de Servidor</center><br><br>Erro interno no servidor.
NETWORK_SERVERDOWN^<center>Server Maintenance</center><br><br>Just some regular server maintenance! Visit www.fb.com/BraveFrontier for more details!^<center>การบำรุงรักษาเซิร์ฟเวอร์</center><br><br>ก็แค่บำรุงรักษาเซิร์ฟเวอร์ตามปกติ! แวะไปที่ www.fb.com/BraveFrontier สำหรับรายละเอียด!^<center>Perbaikan Server</center><br><br>Perbaikan server reguler! Kunjungi www.fb.com/BraveFrontier untuk detailnya!^<center>Bảo trì máy chủ</center><br><br>Cần bảo trì máy chủ thường xuyên! Truy cập website www.fb.com/BraveFrontier để biết thêm chi tiết!^<center>Mantenimiento del servidor</center><br><br>Mantenimiento rutinario, visita www.fb.com/BraveFrontier para saber más.^<center>Manutenção de Servidor</center><br><br>Uma manutenção padrão de servidor! Visite www.fb.com/BraveFrontier para maiores detalhes!
FACEBOOK_SESSION_EXPIRED^You may need to re-enter your Facebook password in your phone's app settings^คุณอาจต้องการที่จะใส่รหัสเฟสบุคของคุณอีกครั้ง ในการตั้งค่าแอพของโทรศัพท์ของคุณ^Mungkin perlu memasukkan ulang sandi Facebook di setelan aplikasi ponsel^Bạn có thể cần nhập lại mật khẩu Facebook trong cài đặt ứng dụng trên điện thoại của mình.^Es probable que tengas que reingresar tu contraseña de Facebook en los ajustes de aplicación de tu teléfono^Pode ser que você precise redigitar sua senha do Facebook nas configurações do aplicativo no celular
FB_SESSION_EXPIRED_IOS^You may need to re-login to Facebook when you restart the app.^You may need to re-login to Facebook when you restart the app.^You may need to re-login to Facebook when you restart the app.^You may need to re-login to Facebook when you restart the app.^You may need to re-login to Facebook when you restart the app.^You may need to re-login to Facebook when you restart the app.
FB_SESSION_EXPIRED_ANDROID^You may need to re-login to Facebook when you restart the app.^You may need to re-login to Facebook when you restart the app.^You may need to re-login to Facebook when you restart the app.^You may need to re-login to Facebook when you restart the app.^You may need to re-login to Facebook when you restart the app.^You may need to re-login to Facebook when you restart the app.
FB_SESSION_EXPIRED_WINDOWS^You may need to re-login to Facebook when you restart the app.^You may need to re-login to Facebook when you restart the app.^You may need to re-login to Facebook when you restart the app.^You may need to re-login to Facebook when you restart the app.^You may need to re-login to Facebook when you restart the app.^You may need to re-login to Facebook when you restart the app.
BINDFB_POPUP_TITLE^Facebook Connect^เชื่อมต่อ Facebook^Facebook Connect^Kết nối Facebook^Conectar con Facebook^Conectar com o Facebook
BINDFB_POPUP_SUB_TITLE^You are about to Login Facebook^คุณกำลังจะเข้าสู่ระบบ Facebook^Kamu akan masuk Facebook^Bạn phải đăng nhập Facebook^Vas a iniciar sesión en Facebook^Você está prestes a acessar o Facebook
BINDFB_POPUP_NOTICE^** Notice: If you have logged in with Facebook before and have an existing game progress bound to your account, it will resume the game and <color=224:80:80>replacing your current game progress.</color>^** หมายเหตุ:หากคุณเคยเข้าสู่ระบบโดยใช้ Facebook มาก่อนและมีความคืบหน้าในเกมที่มีอยู่ผูกติดกับบัญชีของคุณ มันจะดำเนินการต่อและ <color=224:80:80>แทนที่ความคืบหน้าเกมในปัจจุบันของคุณ</color>^** Peringatan: Jika kamu pernah masuk ke Facebook dan punya game yang diikat ke akun Facebook, ini akan melanjutkan game dan <color=224:80:80>mengganti kemajuan game saat ini.</color>^** Lưu ý: Nếu bạn đã truy cập bằng Facebook trước đây và có giới hạn chơi theo tài khoản của bạn, trò chơi sẽ được bắt đầu <color=224:80:80>thay thế trò chơi cũ của bạn.</color>^**Aviso: si ya te has conectado al juego con Facebook y tienes una partida con progreso vinculada a tu cuenta, la reanudarás <color=224:80:80>en sustitución de la partida y progreso actuales.</color>^** Aviso: Se você já acessou o Facebook antes e existe um jogo em andamento vinculado à sua conta, este jogo será retomado e irá <color=224:80:80>substituir o seu avanço atual.</color>
BINDFB_POPUP_BTN_TEXT^Connect Facebook^เชื่อมต่อกับ Facebook^Hubungkan Facebook^Kết nối Facebook^Conectar con Facebook^Conectar com o Facebook
BINDFB_POPUP_ERROR^<center>Connection Error</center><br><br>Unknown error occurred while processing your request. Please try again later.^<center>การเชื่อมต่อผิดพลาด</center><br><br>เกิดข้อผิดพลาดในขณะประมวลผลคำขอของคุณ โปรดลองใหม่ในภายหลัง^<center>Kesalahan Koneksi</center><br><br>Terjadi masalah tak dikenal selagi memproses permintaanmu. Coba lagi nanti.^<center>Lỗi kết nối </center><br><br>Một lỗi chưa từng có xuất hiện trong quá trình xử lý yêu cầu của bạn. Hãy thử lại sau đó.^<center>Error de conexión</center><br><br>Error desconocido al procesar tu petición, vuelve a intentarlo más tarde.^<center>Erro na Conexão</center><br><br>Um erro desconhecido ocorreu ao processar sua solicitação. Tente novamente mais tarde.
BINDFB_EXISTING_USER_POPUP_TITLE^Welcome back!^ขอต้อนรับกลับ!^Selamat datang kembali!^Chào mừng bạn đã trở lại^¡Hola de nuevo!^Bem-vindo de volta!
BINDFB_EXISTING_USER_POPUP_MSG^You have an <color=255:255:0>existing account</color> connected to Facebook. Connecting to Facebook will <color=224:80:80>remove the current guest account</color>. Do you wish to continue?^คุณมี<color=255:255:0>บัญชีที่สร้างไว้แล้ว</color>เชื่อมต่อไปที่ Facebook การเชื่อมต่อไปที่ Facebook จะ <color=224:80:80>ลบบัญชีทั่วไปในปัจจุบัน</color> ดำเนินการต่อ?^Kamu punya <color=255:255:0>akun yang ada</color> yang terhubung ke Facebook. Menghubungkan ke Facebook akan <color=224:80:80>menghapus akun tamu saat ini</color>. Lanjutkan?^Bạn có một <color=255:255:0>existing account</color> sự kết nối với Facebook. Việc kết nối với Facebook <color=224:80:80>sẽ hủy bỏ vị khách mời hiện tại của bạn account</color>. Do you wish to continue?^Ya tienes <color=255:255:0>una cuenta</color> conectada con Facebook. Si te conectas con Facebook <color=224:80:80>reemplazarás tu actual cuenta de invitado</color>, ¿quieres continuar?^Você <color=255:255:0>já tem uma conta</color> conectada ao Facebook. Conectar ao Facebook irá<color=224:80:80>remover a conta de convidado atual</color>. Deseja continuar?
BINDFB_EXISTING_USER_POPUP_TITLE_2^<color=255:0:0>Remove Guest Account</color>^<color=255:0:0>ลบบัญชีบุคคลทั่วไป</color>^<color=255:0:0>Hapus Akun Tamu</color>^<color=255:0:0>Xóa tài khoản khách mời</color>^Borrar cuenta de invitado^Remover conta de convidado
