0,2,-37,-106,0,0,100,0,0,0,80,104,0,-25,-9,0,0,100,0,320,0,48,19,0,
0,2,-37,-105,0,0,100,0,80,0,80,104,0,-25,-9,0,0,100,0,320,0,48,19,0,
0,2,-37,-106,0,0,100,0,160,0,80,104,0,-25,-9,0,0,100,0,320,0,48,19,0,
0,2,-37,-107,0,0,100,0,240,0,80,104,0,-25,-9,0,0,100,0,320,0,48,19,0,
0,2,-37,-106,0,0,100,0,0,104,80,104,0,-25,-9,0,0,100,0,320,0,48,19,0,
0,2,-37,-104,0,0,100,0,80,104,80,104,0,-25,-9,0,0,100,0,320,0,48,19,0,
0,2,-37,-103,0,0,100,0,160,104,80,104,0,-25,-9,0,0,100,0,320,0,48,19,0,
0,2,-37,-104,0,0,100,0,240,104,80,104,0,-25,-9,0,0,100,0,320,0,48,19,0,
0,2,-37,-106,0,0,100,0,0,208,80,104,0,-25,-9,0,0,100,0,320,0,48,19,0,
0,2,-37,-105,0,0,100,0,0,208,80,104,0,-25,-9,0,0,100,0,320,0,48,19,0,
0,2,-37,-110,0,0,100,0,80,208,80,104,0,-25,-9,0,0,100,0,320,0,48,19,0,
0,2,-37,-112,0,0,100,0,80,208,80,104,0,-25,-9,0,0,100,0,320,0,48,19,0,
0,2,-37,-113,0,0,100,0,80,208,80,104,0,-25,-9,0,0,100,0,320,0,48,19,0,
0,2,-37,-109,0,0,100,0,160,208,80,104,0,-25,-9,0,0,100,0,320,0,48,19,0,
0,2,-37,-106,0,0,100,0,160,208,80,104,0,-25,-9,0,0,100,0,320,0,48,19,0,
0,2,-37,-102,0,0,100,0,160,208,80,104,0,-25,-9,0,0,100,0,320,0,48,19,0,
0,2,-37,-97,0,0,100,0,160,208,80,104,0,-25,-9,0,0,100,0,320,0,48,19,0,
0,2,-37,-104,0,0,100,0,0,208,80,104,0,-25,-9,0,0,100,0,320,0,48,19,0,
0,2,-37,-106,0,0,100,0,0,208,80,104,0,-25,-9,0,0,100,0,320,0,48,19,0,
