0,2,-66,-74,0,0,100,0,0,0,110,87,0,-22,-17,0,0,100,0,446,42,57,26,0,
0,2,-59,-74,0,0,100,0,114,0,106,86,0,-22,-17,0,0,100,0,446,42,57,26,0,
0,2,-60,-74,0,0,100,0,221,0,104,87,0,-22,-17,0,0,100,0,446,42,57,26,0,
0,2,-60,-74,0,0,100,0,327,0,111,86,0,-22,-17,0,0,100,0,446,42,57,26,0,
0,2,-56,-83,0,0,100,0,0,86,107,90,0,-31,-17,0,0,100,0,446,42,57,26,0,
0,2,-50,-79,0,0,100,0,108,90,102,86,0,-31,-17,0,0,100,0,446,42,57,26,0,
0,2,-55,-68,0,0,100,0,210,101,109,76,0,-31,-17,0,0,100,0,446,42,57,26,0,
0,2,-63,-15,0,0,100,0,447,84,56,32,0,-102,-113,0,0,100,0,320,84,111,99,0,
0,2,-65,-15,0,0,100,0,447,84,56,32,0,-107,-115,0,0,100,0,320,84,111,99,0,
0,3,-180,-161,0,0,100,0,0,296,265,216,0,-151,-73,0,0,100,0,0,177,124,99,0,-106,-17,0,0,100,0,446,42,57,26,0,
0,3,-184,-113,0,0,100,0,274,337,147,175,0,-149,-67,0,0,100,0,125,183,118,91,0,-106,-17,0,0,100,0,446,42,57,26,0,
0,3,-159,-35,0,0,100,0,421,413,91,99,0,-146,-71,0,0,100,0,249,179,115,97,0,-106,-17,0,0,100,0,446,42,57,26,0,
0,2,-144,-70,0,0,100,0,370,180,115,97,0,-106,-17,0,0,100,0,446,42,57,26,0,
